Company Name,Price,Volume,MACD hist,ADX,ATR,EMA 200,RSI,Stochastic Oscillator,MACD hist sloap*,EMA 200 Sloap
ABB India Ltd.,8501.400390625,2458,-2.3947699245204395,8.787558323385039,29.63680678460012,8481.931238802885,47.89546560623594,30.74229790345487,0.17957716857619666,2.301619245863453e-05
ACC Ltd.,2657.39990234375,32128,0.30359190325886587,32.181793374775445,9.981551590585967,2615.5863590682266,64.62213630345812,69.56501959951778,0.7880625166517863,0.00015813826720775966
APL Apollo Tubes Ltd.,1608.800048828125,6977,-3.1502746174486127,36.89847023302429,8.950432973041988,1587.7278014933813,59.75471078135336,16.77037156851347,-0.36743866033831907,0.00013163934225577585
AU Small Finance Bank Ltd.,676.0,28446,0.2676583592475237,12.80247939020698,2.0438008464889577,674.2898269903537,59.849350347473155,89.13037709311891,-0.061674069025820843,2.5425545027549417e-05
Adani Energy Solutions Ltd.,1000.7999877929688,9359,0.2265736817716575,34.02250684461921,2.6692682293854806,1013.3481160481142,42.50613687243754,28.06968700810588,-0.0735324131428472,-0.00012601103447087864
Adani Enterprises Ltd.,3170.199951171875,24595,-0.36301661297554855,16.011705006704087,8.804701185320711,3194.717298702631,50.35952963003436,50.49851371765509,0.5774501316487828,-7.772553990818776e-05
Adani Green Energy Ltd.,1778.050048828125,2373,0.13550760080944713,17.390960503370632,4.026350706818996,1794.5141316205727,42.068165420072916,23.226436491935484,0.0714935969640429,-9.306159231980755e-05
Adani Ports and Special Economic Zone Ltd.,1479.800048828125,25617,-0.7040049222067386,17.09876897891298,4.689499924122674,1463.2764697340326,49.34985387412409,25.242956244173,0.12838048239446997,0.00011222200031703483
Adani Power Ltd.,716.5,26078,-0.21871912761549417,16.560514673808605,2.469007958794919,728.8763719066125,42.312216920161255,15.037538777832847,0.004607420637002813,-0.00017360174082704035
Adani Total Gas Ltd.,889.5,7930,0.25399194413063775,21.906789687970964,2.470023531870098,910.1572630656927,40.079546974935916,50.504925956523344,0.035362620583426096,-0.00023340155601717918
Aditya Birla Capital Ltd.,240.49000549316406,70186,0.009309354456085883,13.27289288801174,0.9274208758950883,238.1991562905967,58.07638517143577,77.67029125062962,0.04362559787212378,9.573624495898232e-05
Aditya Birla Fashion and Retail Ltd.,319.5,20000,0.03653191298877423,22.302431141403424,1.637988349793495,318.4605558653249,58.32623323728588,65.47600017438566,0.026213525464172882,3.269694748155238e-05
Alkem Laboratories Ltd.,4958.35009765625,4408,-2.115593449151021,14.55540575183761,13.796210249598877,5019.61731443114,46.51364177050875,28.23440603893524,0.9768095599138817,-0.00012418464009860983
Ambuja Cements Ltd.,676.7999877929688,110820,0.04353212523138872,37.10128626244409,1.9616635955253539,661.5723144840014,70.83675879391846,85.80223191747481,0.024324558014606534,0.00022612580609345396
Apollo Hospitals Enterprise Ltd.,6137.4501953125,4172,2.524786835708454,17.548457977677717,14.695026991749186,6173.239447998966,47.61885781957761,62.83870285139925,0.05137724775494945,-5.860593085514542e-05
Apollo Tyres Ltd.,545.75,33204,-0.3567607928266039,43.675339715856026,3.1547291923780914,513.7641233383833,60.66786542564414,63.45193392075944,-0.10151261080922325,0.0005890354504841664
Ashok Leyland Ltd.,241.44000244140625,64122,0.032674359995765484,10.740599288088232,0.8040257700521065,239.96084886105984,50.359148268400496,58.064714604778224,0.014950745439169133,6.157167403408119e-05
Asian Paints Ltd.,2929.199951171875,20176,0.4508806068333979,23.413772413735632,6.756236685154492,2896.8444317435064,61.61967364418032,95.999755859375,0.13500068310485824,0.00011101362324294235
Astral Ltd.,2370.800048828125,5410,0.3474756969670403,9.263183861837993,9.270558436145214,2348.6684668204016,45.18850825286,29.865181435869452,-0.202065793713889,9.381978880366275e-05
Aurobindo Pharma Ltd.,1209.449951171875,13754,-0.6477713655958119,13.235189877637442,4.62021250420991,1216.7126987752613,50.87089429950977,33.43613000755858,0.09426424910792153,-6.0351764166988685e-05
Avenue Supermarts Ltd.,4711.0,4610,4.608634642075582,21.097223343806096,23.54291353201855,4790.669162150822,42.41173914893187,58.18607609231885,-0.7152128370492825,-0.00016996287348608949
Axis Bank Ltd.,1262.0,212432,0.1031579508064997,26.46278857624285,4.0137884751872415,1254.643341462663,36.753862345573076,12.290297062112987,-0.2347152221705735,5.858658217674397e-05
BSE Ltd.,2577.64990234375,6880,-2.7572788941566637,22.12840722266872,10.61242768609417,2585.478630420457,43.243943123986696,19.558536305147058,-0.03464251695672749,-3.052419341990107e-05
Bajaj Auto Ltd.,9574.0,3761,-8.71404264276038,31.92650498042637,28.086379263051473,9582.578876568876,54.39006851165292,18.91891891891892,-0.11181421779225786,-9.005626176503579e-06
Bajaj Finance Ltd.,7205.4501953125,25729,9.862326467560864,25.561316768861722,23.510335976429683,7141.33700976718,69.89016272234512,92.7315533295711,1.244684317946355,8.942586599103298e-05
Bajaj Finserv Ltd.,1584.0,177868,0.9057123312498505,37.16837408046763,3.945864117237248,1591.0596331762247,44.38121321755547,74.53370939859886,0.04930420529551194,-4.47923530291553e-05
Bajaj Holdings & Investment Ltd.,8791.5498046875,2039,6.602774811517463,41.93724734818778,34.121988671004296,8525.859923888578,72.99244837106849,68.65802020471443,-1.9023943333963729,0.0003037291623892892
Balkrishna Industries Ltd.,3196.949951171875,2965,-1.0000021607478864,18.5570886878506,10.034862010032239,3211.2050785145416,45.70666338615345,38.25676163000361,0.7497923279678225,-4.481384246605527e-05
