Datetime,PATANJALI.NS,INDUSTOWER.NS,PERSISTENT.NS,JSWINFRA.NS,ULTRACEMCO.NS,MAZDOCK.NS,LICHSGFIN.NS,IGL.NS,POLICYBZR.NS,GRASIM.NS,NAUKRI.NS,APOLLOTYRE.NS,WIPRO.NS,LTIM.NS,GUJGASLTD.NS,DIXON.NS,RELIANCE.NS,TIINDIA.NS,RECLTD.NS,BAJAJHLDNG.NS,SONACOMS.NS,KPITTECH.NS,GODREJPROP.NS,CGPOWER.NS,LALPATHLAB.NS,DRREDDY.NS,OFSS.NS,TECHM.NS,KALYANKJIL.NS,ZOMATO.NS,ICICIBANK.NS,SIEMENS.NS,BDL.NS,TCS.NS,MOTHERSON.NS,MPHASIS.NS,TRENT.NS,PETRONET.NS,BOSCHLTD.NS,TATAMTRDVR.NS,HDFCAMC.NS,ASTRAL.NS,PEL.NS,INFY.NS,JUBLFOOD.NS,LTF.NS,TATAMOTORS.NS,SHRIRAMFIN.NS,IDEA.NS,MRF.NS,ICICIGI.NS,NESTLEIND.NS,TATATECH.NS,SUNPHARMA.NS,DABUR.NS,LUPIN.NS,SHREECEM.NS,BIOCON.NS,PFC.NS,SBILIFE.NS,AMBUJACEM.NS,JSWENERGY.NS,HDFCLIFE.NS,HEROMOTOCO.NS,ICICIPRULI.NS,GAIL.NS,HINDUNILVR.NS,LTTS.NS,GODREJCP.NS,ACC.NS,COFORGE.NS,NTPC.NS,ASHOKLEY.NS,SUPREMEIND.NS,BRITANNIA.NS,OIL.NS,BHARTIARTL.NS,HDFCBANK.NS,KOTAKBANK.NS,HCLTECH.NS,MAXHEALTH.NS,AXISBANK.NS,PIIND.NS,DEEPAKNTR.NS,CHOLAFIN.NS,HAL.NS,DIVISLAB.NS,ITC.NS,M&M.NS,ABFRL.NS,ASIANPAINT.NS,DALBHARAT.NS,CUMMINSIND.NS,AUBANK.NS,FEDERALBNK.NS,ABB.NS,MARICO.NS,BAJFINANCE.NS,HINDALCO.NS,ONGC.NS,UPL.NS,RVNL.NS,POWERGRID.NS,JSWSTEEL.NS,SBIN.NS,GLAND.NS,COLPAL.NS,BERGEPAINT.NS,VBL.NS,BHEL.NS,BAJAJFINSV.NS,NYKAA.NS,SYNGENE.NS,TATACONSUM.NS,TITAN.NS,BEL.NS,TATACOMM.NS,MFSL.NS,IOC.NS,BSE.NS,SUNTV.NS,DELHIVERY.NS,ADANIGREEN.NS,LT.NS,SJVN.NS,M&MFIN.NS,BAJAJ-AUTO.NS,SBICARD.NS,IPCALAB.NS,LAURUSLABS.NS,TATAELXSI.NS,YESBANK.NS,BALKRISIND.NS,ADANIPORTS.NS,ZEEL.NS,SUZLON.NS,ABCAPITAL.NS,CANBK.NS,PAYTM.NS,GMRINFRA.NS,APOLLOHOSP.NS,INDIANB.NS,ADANIENT.NS,NHPC.NS,ADANIENSOL.NS,TATAPOWER.NS,PIDILITIND.NS,POONAWALLA.NS,BPCL.NS,SRF.NS,BANKINDIA.NS,TORNTPOWER.NS,MANKIND.NS,COALINDIA.NS,MARUTI.NS,IRCTC.NS,MAHABANK.NS,DMART.NS,BANDHANBNK.NS,ZYDUSLIFE.NS,VEDL.NS,IDBI.NS,TATACHEM.NS,VOLTAS.NS,JIOFIN.NS,PAGEIND.NS,TORNTPHARM.NS,INDIGO.NS,ADANIPOWER.NS,LICI.NS,FORTIS.NS,APLAPOLLO.NS,BANKBARODA.NS,IRFC.NS,AUROPHARMA.NS,TVSMOTOR.NS,IDFCFIRSTB.NS,HINDPETRO.NS,JINDALSTEL.NS,TATASTEEL.NS,PNB.NS,HAVELLS.NS,ALKEM.NS,ATGL.NS,DLF.NS,EICHERMOT.NS,INDHOTEL.NS,CIPLA.NS,LODHA.NS,INDUSINDBK.NS,BHARATFORG.NS,POLYCAB.NS,SAIL.NS,ESCORTS.NS,CONCOR.NS,OBEROIRLTY.NS,PRESTIGE.NS,NMDC.NS,UNIONBANK.NS,FACT.NS,MCDOWELL-N.NS
2024-06-03 09:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026351373016006985
2024-06-03 09:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025501529562566017
2024-06-03 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038252294343850135
2024-06-03 10:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0010625637317736025
2024-06-03 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006247853989631014
2024-06-03 10:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0038677734900518512
2024-06-03 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002125127463547316
2024-06-03 11:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0037827891447077544
2024-06-03 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004887793166158616
