Datetime,HINDUNILVR.NS,BRITANNIA.NS,ASIANPAINT.NS,MARICO.NS,PIDILITIND.NS,TATACONSUM.NS,LUPIN.NS,GODREJCP.NS,NESTLEIND.NS,DMART.NS,COLPAL.NS,PIIND.NS,DIVISLAB.NS,IPCALAB.NS,MRF.NS,DABUR.NS,ITC.NS,MANKIND.NS,LALPATHLAB.NS,AUROPHARMA.NS,KOTAKBANK.NS,PAGEIND.NS,MPHASIS.NS,SYNGENE.NS,COFORGE.NS,TCS.NS,POLICYBZR.NS,GLAND.NS,ZYDUSLIFE.NS,HAVELLS.NS,SUNPHARMA.NS,ZOMATO.NS,TITAN.NS,SBICARD.NS,CIPLA.NS,HEROMOTOCO.NS,DRREDDY.NS,BAJAJHLDNG.NS,HDFCBANK.NS,TATAELXSI.NS,RELIANCE.NS,VOLTAS.NS,MARUTI.NS,BERGEPAINT.NS,INDIGO.NS,JUBLFOOD.NS,ICICIBANK.NS,APOLLOHOSP.NS,TORNTPHARM.NS,MFSL.NS,ICICIPRULI.NS,SRF.NS,TATATECH.NS,INFY.NS,BOSCHLTD.NS,JIOFIN.NS,APOLLOTYRE.NS,ALKEM.NS,ICICIGI.NS,BAJAJ-AUTO.NS,LAURUSLABS.NS,AXISBANK.NS,AUBANK.NS,BAJAJFINSV.NS,SONACOMS.NS,KALYANKJIL.NS,INDUSINDBK.NS,POONAWALLA.NS,LTIM.NS,HDFCLIFE.NS,M&M.NS,ESCORTS.NS,EICHERMOT.NS,HCLTECH.NS,SBILIFE.NS,WIPRO.NS,LTTS.NS,DEEPAKNTR.NS,VEDL.NS,HINDALCO.NS,BALKRISIND.NS,INDUSTOWER.NS,CHOLAFIN.NS,SUNTV.NS,APLAPOLLO.NS,JINDALSTEL.NS,DELHIVERY.NS,IGL.NS,NAUKRI.NS,IDFCFIRSTB.NS,TRENT.NS,LICI.NS,NHPC.NS,JSWSTEEL.NS,BSE.NS,UPL.NS,ATGL.NS,BDL.NS,SHREECEM.NS,TVSMOTOR.NS,BAJFINANCE.NS,TATAMOTORS.NS,INDIANB.NS,HINDPETRO.NS,OBEROIRLTY.NS,TECHM.NS,NYKAA.NS,BPCL.NS,SBIN.NS,FORTIS.NS,UNIONBANK.NS,KPITTECH.NS,BANDHANBNK.NS,PERSISTENT.NS,SUZLON.NS,ASTRAL.NS,YESBANK.NS,DALBHARAT.NS,BHARTIARTL.NS,GRASIM.NS,VBL.NS,M&MFIN.NS,ULTRACEMCO.NS,POLYCAB.NS,TORNTPOWER.NS,TATAMTRDVR.NS,INDHOTEL.NS,BANKINDIA.NS,JSWINFRA.NS,IRFC.NS,IOC.NS,MAHABANK.NS,ABB.NS,ACC.NS,LT.NS,TATACHEM.NS,MAXHEALTH.NS,TATAPOWER.NS,CANBK.NS,ABCAPITAL.NS,PNB.NS,LODHA.NS,TATACOMM.NS,SJVN.NS,FEDERALBNK.NS,SIEMENS.NS,IDBI.NS,COALINDIA.NS,ADANIENT.NS,DLF.NS,SHRIRAMFIN.NS,TATASTEEL.NS,MOTHERSON.NS,NMDC.NS,PEL.NS,ADANIPORTS.NS,TIINDIA.NS,CUMMINSIND.NS,JSWENERGY.NS,LTF.NS,POWERGRID.NS,BHARATFORG.NS,ASHOKLEY.NS,SAIL.NS,GODREJPROP.NS,ADANIPOWER.NS,HDFCAMC.NS,BIOCON.NS,CGPOWER.NS,ADANIENSOL.NS,NTPC.NS,PATANJALI.NS,SUPREMEIND.NS,ADANIGREEN.NS,GUJGASLTD.NS,OFSS.NS,PAYTM.NS,GAIL.NS,ZEEL.NS,AMBUJACEM.NS,ONGC.NS,RVNL.NS,DIXON.NS,PETRONET.NS,OIL.NS,BANKBARODA.NS,ABFRL.NS,IRCTC.NS,GMRINFRA.NS,PFC.NS,BEL.NS,LICHSGFIN.NS,HAL.NS,IDEA.NS,FACT.NS,RECLTD.NS,MAZDOCK.NS,CONCOR.NS,BHEL.NS,PRESTIGE.NS,MCDOWELL-N.NS
2024-05-30 10:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00410699364973266
2024-05-30 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017112299465240621
2024-05-30 11:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002181859959893062
2024-05-30 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005561706216576923
2024-05-30 11:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0010695187165776776
2024-05-30 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0035080005013370386
2024-05-30 12:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0016684074197861332
2024-05-30 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027379261363636997
2024-05-30 12:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001326244986631142
2024-05-30 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014973262032083046
2024-05-30 13:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0023529411764707797
2024-05-30 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2822526738262034e-05
