Datetime,NTPC.NS,PRESTIGE.NS,OIL.NS,TORNTPOWER.NS,INDHOTEL.NS,BHEL.NS,KALYANKJIL.NS,DMART.NS,CUMMINSIND.NS,MAHABANK.NS,PNB.NS,TATAPOWER.NS,IDFCFIRSTB.NS,BANKBARODA.NS,VOLTAS.NS,LODHA.NS,SBIN.NS,VBL.NS,IDEA.NS,LUPIN.NS,PAGEIND.NS,UNIONBANK.NS,IRFC.NS,JIOFIN.NS,PIDILITIND.NS,ESCORTS.NS,RVNL.NS,CANBK.NS,INDUSINDBK.NS,LT.NS,PEL.NS,ATGL.NS,TATACONSUM.NS,TORNTPHARM.NS,BALKRISIND.NS,RELIANCE.NS,ONGC.NS,HAVELLS.NS,NHPC.NS,SUNPHARMA.NS,ASTRAL.NS,ZYDUSLIFE.NS,HINDPETRO.NS,DRREDDY.NS,MARUTI.NS,POWERGRID.NS,BANKINDIA.NS,NYKAA.NS,COLPAL.NS,INDIGO.NS,POLYCAB.NS,EICHERMOT.NS,AXISBANK.NS,ADANIPOWER.NS,TATASTEEL.NS,ADANIGREEN.NS,SUZLON.NS,APOLLOHOSP.NS,BOSCHLTD.NS,SJVN.NS,BAJAJFINSV.NS,TATATECH.NS,JINDALSTEL.NS,CONCOR.NS,BHARTIARTL.NS,BHARATFORG.NS,GAIL.NS,BSE.NS,ADANIPORTS.NS,SHRIRAMFIN.NS,SAIL.NS,ADANIENSOL.NS,SBICARD.NS,TATACOMM.NS,BRITANNIA.NS,IDBI.NS,KOTAKBANK.NS,M&M.NS,GODREJPROP.NS,ADANIENT.NS,TATAMOTORS.NS,HAL.NS,ALKEM.NS,HINDALCO.NS,IPCALAB.NS,ASHOKLEY.NS,INDIANB.NS,CIPLA.NS,TIINDIA.NS,TITAN.NS,COALINDIA.NS,MRF.NS,NMDC.NS,GLAND.NS,YESBANK.NS,DELHIVERY.NS,DLF.NS,COFORGE.NS,BPCL.NS,SRF.NS,PIIND.NS,ABB.NS,ITC.NS,AUBANK.NS,BEL.NS,AUROPHARMA.NS,DIVISLAB.NS,TATAMTRDVR.NS,ASIANPAINT.NS,GMRINFRA.NS,FORTIS.NS,MARICO.NS,LAURUSLABS.NS,OBEROIRLTY.NS,JSWENERGY.NS,FEDERALBNK.NS,MANKIND.NS,IRCTC.NS,UPL.NS,BERGEPAINT.NS,SHREECEM.NS,BANDHANBNK.NS,LICI.NS,NESTLEIND.NS,SYNGENE.NS,HDFCBANK.NS,BAJAJ-AUTO.NS,ICICIGI.NS,CHOLAFIN.NS,IOC.NS,PAYTM.NS,HDFCLIFE.NS,JSWSTEEL.NS,ABCAPITAL.NS,ICICIBANK.NS,TVSMOTOR.NS,ZOMATO.NS,TATAELXSI.NS,BDL.NS,DABUR.NS,BAJFINANCE.NS,ZEEL.NS,POONAWALLA.NS,HEROMOTOCO.NS,AMBUJACEM.NS,TATACHEM.NS,BIOCON.NS,GODREJCP.NS,HINDUNILVR.NS,TRENT.NS,M&MFIN.NS,JUBLFOOD.NS,INFY.NS,LALPATHLAB.NS,SIEMENS.NS,HCLTECH.NS,ACC.NS,VEDL.NS,SBILIFE.NS,PETRONET.NS,SUPREMEIND.NS,LICHSGFIN.NS,GRASIM.NS,TCS.NS,KPITTECH.NS,APOLLOTYRE.NS,ABFRL.NS,HDFCAMC.NS,CGPOWER.NS,MAZDOCK.NS,MFSL.NS,MAXHEALTH.NS,GUJGASLTD.NS,BAJAJHLDNG.NS,LTTS.NS,DALBHARAT.NS,NAUKRI.NS,ICICIPRULI.NS,INDUSTOWER.NS,ULTRACEMCO.NS,DIXON.NS,LTIM.NS,OFSS.NS,PFC.NS,TECHM.NS,MOTHERSON.NS,SUNTV.NS,DEEPAKNTR.NS,WIPRO.NS,MPHASIS.NS,RECLTD.NS,IGL.NS,SONACOMS.NS,LTF.NS,POLICYBZR.NS,APLAPOLLO.NS,FACT.NS,PATANJALI.NS,JSWINFRA.NS,PERSISTENT.NS,MCDOWELL-N.NS
2024-06-06 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005139913645082705
2024-06-06 09:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016478798023846775
2024-06-06 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015694275813677994
2024-06-06 10:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00251114160434307
2024-06-06 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00945583949384421
2024-06-06 10:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004551378302069642
2024-06-06 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051790918604621705
2024-06-06 11:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003256581389389668
2024-06-06 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014124273490766504
2024-06-06 11:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032958553950268588
